File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Nb,Nb Err,Sn,Sn Err,Cs,Cs Err,Ba,Ba Err,Ta,Ta Err,W,W Err,Tl,Tl Err,Pb,Pb Err,Li_IDX,Li_IDX Err,Multiplier,Cal Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Li,Li Err,Be,Be Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Cs,Cs Err,Ba,Ba Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,U,U Err,Multiplier,Cal Check,,
129,1/03/2006 14:56,Supervisor,MAD213,655.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.148,0.1374,5.2981,0.1007,35.7993,0.2337,0.0144,0.0113,0.0759,0.0064,1.8961,0.0177,0.5535,0.01,,,,,,,,,,,,,,,,,0.0023,0.0016,0.0023,0.0017,,,,,0.021,0.001,0.0031,0.0004,,,< LOD,0.0005,0.0016,0.0005,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0038,< LOD,0.0093,,,< LOD,0.0011,< LOD,0.0035,,,,,,,,,,,< LOD,0.001,0.007,0.0015,,,,,3,Passed,,
130,1/03/2006 14:57,Supervisor,MAD213,656,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1809,0.171,4.0222,0.0898,21.8794,0.1746,0.0806,0.0166,0.3727,0.0124,2.3842,0.0198,0.4931,0.0092,,,,,,,,,,,,,,,,,0.0018,0.0016,0.003,0.002,,,,,0.0502,0.0016,0.0039,0.0005,,,< LOD,0.0005,0.0011,0.0004,,,,,,,,,,,,,,,0.002,0.0014,,,,,< LOD,0.0034,< LOD,0.0097,,,< LOD,0.0013,< LOD,0.0036,,,,,,,,,,,< LOD,0.001,0.0108,0.002,,,,,3,Passed,,
131,1/03/2006 14:59,Supervisor,MAD213,656.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1683,4.8068,0.0983,28.6135,0.2044,0.0262,0.0146,0.1714,0.0091,2.1215,0.0188,0.541,0.0097,,,,,,,,,,,,,,,,,< LOD,0.0016,0.0027,0.002,,,,,0.0286,0.0012,0.0045,0.0005,,,0.0065,0.0008,0.0048,0.0006,,,,,,,,,,,,,,,0.0023,0.0014,,,,,< LOD,0.0038,< LOD,0.0099,,,< LOD,0.0013,< LOD,0.0035,,,,,,,,,,,< LOD,0.001,0.0123,0.0019,,,,,3,Passed,,
132,1/03/2006 15:01,Supervisor,MAD213,657,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1613,4.7819,0.0987,29.8118,0.2087,0.016,0.0136,0.1225,0.008,1.0464,0.0137,0.6297,0.01,,,,,,,,,,,,,,,,,0.0017,0.0017,0.0032,0.002,,,,,0.0229,0.0011,0.004,0.0005,,,< LOD,0.0006,0.0007,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0036,< LOD,0.0099,,,< LOD,0.0013,< LOD,0.0034,,,,,,,,,,,< LOD,0.0011,0.0071,0.0017,,,,,3,Passed,,
133,1/03/2006 15:02,Supervisor,MAD213,657.5,Li Index,Li Index,62,No Match,0,,0,,0,,,,,0.2034,0.1647,3.2353,0.0842,21.5273,0.1716,0.0212,0.0141,0.1888,0.0095,0.3535,0.0086,0.6322,0.0095,0.0315,0.0254,,,< LOD,0.0062,0.0141,0.0082,0.2669,0.0224,,,< LOD,0.0023,0.0006,0.0004,0.0019,0.0016,0.0029,0.0019,,,,,0.0075,0.0007,0.0022,0.0004,,,< LOD,0.0005,0.0004,0.0004,,,,,,,,,,,,,,,< LOD,0.0014,,,,,< LOD,0.0031,< LOD,0.0094,,,< LOD,0.0013,< LOD,0.0036,,,,,,,,,,,< LOD,0.001,0.0065,0.0017,,,,,3,Passed,,
134,1/03/2006 15:04,Supervisor,MAD213,658,Li Index,Li Index,62,No Match,0,,0,,0,,,,,0.1656,0.1485,7.3004,0.1157,36.5671,0.2377,0.0499,0.0136,0.1361,0.0078,2.7079,0.0208,0.7722,0.0116,< LOD,0.0332,,,< LOD,0.0095,0.016,0.01,0.1976,0.0198,,,< LOD,0.002,0.0005,0.0005,0.0021,0.0016,0.0021,0.0018,,,,,0.0275,0.0011,0.0031,0.0005,,,< LOD,0.0006,0.0037,0.0006,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0043,< LOD,0.0096,,,< LOD,0.0012,< LOD,0.0035,,,,,,,,,,,< LOD,0.0012,0.0063,0.0015,,,,,3,Passed,,
135,1/03/2006 15:06,Supervisor,MAD213,658.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1268,6.5943,0.1104,33.1859,0.2211,0.0151,0.0109,0.0879,0.0066,1.4342,0.0155,0.8236,0.0113,< LOD,0.0843,,,< LOD,0.0228,< LOD,0.0225,0.3609,0.0395,,,< LOD,0.0035,0.0007,0.0007,0.008,0.0019,0.0026,0.0018,,,,,0.0118,0.0008,0.0012,0.0004,,,< LOD,0.0005,0.0009,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0038,< LOD,0.0093,,,< LOD,0.0012,< LOD,0.0033,,,,,,,,,,,< LOD,0.001,0.0065,0.0015,,,,,3,Passed,,
136,1/03/2006 15:07,Supervisor,MAD213,659,Li Index,Li Index,61,No Match,0,,0,,0,,,,,< LOD,0.1416,5.9116,0.1047,40.0907,0.2555,< LOD,0.0128,0.6499,0.0146,5.2883,0.0281,0.4053,0.0101,0.0824,0.0625,,,< LOD,0.0143,0.0203,0.0157,0.1525,0.0248,,,< LOD,0.0029,0.0007,0.0004,< LOD,0.0016,< LOD,0.0015,,,,,0.058,0.0016,< LOD,0.0004,,,< LOD,0.0005,0.0005,0.0005,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0046,0.0128,0.0092,,,< LOD,0.001,< LOD,0.0037,,,,,,,,,,,< LOD,0.0012,0.0069,0.0015,,,,,3,Passed,,
137,1/03/2006 15:09,Supervisor,MAD213,659.5,Li Index,Li Index,61,No Match,0,,0,,0,,,,,< LOD,0.1647,5.3171,0.1017,30.4936,0.2131,0.035,0.0148,0.1626,0.009,3.7279,0.0243,0.4118,0.0095,0.0301,0.0294,,,< LOD,0.0082,0.0145,0.0123,0.6272,0.0482,,,< LOD,0.0029,< LOD,0.0009,0.0018,0.0017,< LOD,0.0018,,,,,0.0484,0.0016,0.0025,0.0004,,,0.002,0.0006,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0041,< LOD,0.0094,,,< LOD,0.0012,< LOD,0.0039,,,,,,,,,,,< LOD,0.0011,0.0082,0.0017,,,,,3,Passed,,
138,1/03/2006 15:10,Supervisor,MAD213,660,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1521,9.7043,0.1256,29.5192,0.2077,0.08,0.0148,0.0917,0.0073,9.5967,0.0364,0.18,0.0092,,,,,,,,,,,,,,,,,< LOD,0.0015,0.0031,0.0019,,,,,0.099,0.0022,0.0023,0.0004,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,0.0055,0.0046,< LOD,0.0086,,,< LOD,0.0013,< LOD,0.0039,,,,,,,,,,,< LOD,0.0012,0.0084,0.0017,,,,,3,Passed,,
139,1/03/2006 15:12,Supervisor,MAD213,660.5,Li Index,Li Index,61,No Match,0,,0,,0,,,,,< LOD,0.1415,7.3011,0.117,37.8399,0.2429,0.1464,0.0175,0.0867,0.007,1.0956,0.0138,0.9514,0.0122,< LOD,0.063,,,< LOD,0.0171,< LOD,0.0165,0.1377,0.0247,,,< LOD,0.0026,< LOD,0.0005,0.0016,0.0016,0.0028,0.0019,,,,,0.0143,0.0008,0.0012,0.0004,,,0.0007,0.0006,< LOD,0.0005,,,,,,,,,,,,,,,0.0022,0.0013,,,,,< LOD,0.0042,< LOD,0.0099,,,< LOD,0.0012,< LOD,0.0032,,,,,,,,,,,< LOD,0.001,0.0073,0.0015,,,,,3,Passed,,
140,1/03/2006 15:14,Supervisor,MAD213,661,Li Index,Li Index,62,No Match,0,,0,,0,,,,,< LOD,0.1542,4.6021,0.0974,28.7944,0.2036,0.0679,0.0156,0.1724,0.009,0.4743,0.0099,0.7805,0.0108,0.0349,0.034,,,0.0126,0.011,0.0103,0.0078,0.1722,0.0184,,,< LOD,0.0019,< LOD,0.0004,< LOD,0.0016,0.0028,0.0019,,,,,0.0126,0.0008,0.0037,0.0005,,,< LOD,0.0005,0.0005,0.0004,,,,,,,,,,,,,,,0.0018,0.0014,,,,,< LOD,0.0036,< LOD,0.0098,,,< LOD,0.0012,< LOD,0.0034,,,,,,,,,,,< LOD,0.0009,0.0071,0.0016,,,,,3,Passed,,
141,1/03/2006 15:15,Supervisor,MAD213,661.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1504,0.1271,5.2716,0.1012,34.3559,0.226,0.0148,0.0111,0.0628,0.0061,0.2902,0.0081,0.7636,0.0107,,,,,,,,,,,,,,,,,< LOD,0.0015,0.0025,0.0018,,,,,0.0031,0.0005,0.0033,0.0004,,,< LOD,0.0005,0.0007,0.0005,,,,,,,,,,,,,,,0.0016,0.0013,,,,,0.0037,0.0037,< LOD,0.0098,,,< LOD,0.0012,< LOD,0.003,,,,,,,,,,,< LOD,0.001,0.0049,0.0015,,,,,3,Passed,,
142,1/03/2006 15:17,Supervisor,MAD213,662,Li Index,Li Index,61,No Match,0,,0,,0,,,,,< LOD,0.138,6.3805,0.1065,34.1409,0.2275,0.0908,0.0144,0.1118,0.0073,5.7445,0.0291,0.2583,0.0089,< LOD,0.0705,,,0.041,0.0302,< LOD,0.021,0.3378,0.0377,,,< LOD,0.002,0.0007,0.0006,0.0024,0.0016,< LOD,0.0016,,,,,0.0616,0.0017,< LOD,0.0004,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0043,< LOD,0.0089,,,< LOD,0.0011,< LOD,0.0036,,,,,,,,,,,< LOD,0.0012,0.01,0.0018,,,,,3,Passed,,
143,1/03/2006 15:18,Supervisor,MAD213,662.5,Li Index,Li Index,62,No Match,0,,0,,0,,,,,< LOD,0.1427,6.3322,0.1092,35.42,0.2324,0.0157,0.0115,0.1086,0.0072,2.1933,0.0189,0.5987,0.0103,< LOD,0.0259,,,< LOD,0.006,< LOD,0.0065,0.1309,0.016,,,< LOD,0.0024,< LOD,0.0005,0.002,0.0016,0.0035,0.002,,,,,0.0258,0.0011,0.0021,0.0004,,,< LOD,0.0005,0.0008,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.004,< LOD,0.0096,,,< LOD,0.0012,< LOD,0.0032,,,,,,,,,,,< LOD,0.0011,0.0081,0.0017,,,,,3,Passed,,
144,1/03/2006 15:20,Supervisor,MAD213,663,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1595,5.376,0.1028,27.856,0.2001,0.0299,0.0141,0.2719,0.0105,1.803,0.0174,0.733,0.0108,< LOD,0.0852,,,< LOD,0.0277,< LOD,0.0254,0.2307,0.0336,,,< LOD,0.0032,< LOD,0.0007,< LOD,0.0017,0.0024,0.0019,,,,,0.0185,0.0009,0.0008,0.0004,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,0.0024,0.0014,,,,,< LOD,0.0038,< LOD,0.01,,,< LOD,0.0013,< LOD,0.0033,,,,,,,,,,,0.001,0.001,0.0078,0.0017,,,,,3,Passed,,
145,1/03/2006 15:22,Supervisor,MAD213,663.5,Li Index,Li Index,61,No Match,0,,0,,0,,,,,< LOD,0.1359,4.2712,0.0918,40.3652,0.2553,< LOD,0.0112,0.0796,0.0065,3.153,0.0221,0.0958,0.0065,< LOD,0.0615,,,< LOD,0.0168,< LOD,0.0153,0.0789,0.0193,,,< LOD,0.0025,< LOD,0.0006,< LOD,0.0015,0.0016,0.0016,,,,,0.0423,0.0014,0.0009,0.0004,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0041,< LOD,0.0092,,,< LOD,0.001,< LOD,0.0032,,,,,,,,,,,< LOD,0.0011,0.0024,0.0012,,,,,3,Passed,,
146,1/03/2006 15:24,Supervisor,MAD213,664,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1773,0.1445,4.5861,0.0901,23.0194,0.1778,0.0398,0.0132,0.187,0.0091,4.3793,0.0257,0.2222,0.0077,,,,,,,,,,,,,,,,,< LOD,0.0014,0.0019,0.0017,,,,,0.0743,0.002,0.0027,0.0004,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0034,< LOD,0.0088,,,< LOD,0.0012,< LOD,0.0039,,,,,,,,,,,< LOD,0.0011,0.0078,0.0017,,,,,3,Passed,,
147,1/03/2006 15:25,Supervisor,MAD213,664.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1359,8.5828,0.1207,37.482,0.2432,0.03,0.0113,0.055,0.0057,7.542,0.0328,0.095,0.0081,,,,,,,,,,,,,,,,,0.0016,0.0016,0.002,0.0017,,,,,0.0702,0.0018,0.0023,0.0004,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,0.0013,0.0012,,,,,< LOD,0.0047,< LOD,0.009,,,< LOD,0.0011,< LOD,0.0036,,,,,,,,,,,< LOD,0.0012,0.0125,0.0018,,,,,3,Passed,,
148,1/03/2006 15:27,Supervisor,MAD213,665,Li Index,Li Index,61,No Match,0,,0,,0,,,,,0.1618,0.131,6.1924,0.1089,39.123,0.2484,< LOD,0.0104,0.0951,0.0065,0.3532,0.0084,0.9283,0.0118,< LOD,0.0445,,,< LOD,0.0144,< LOD,0.012,0.1439,0.0244,,,< LOD,0.0033,< LOD,0.0007,0.0023,0.0017,0.003,0.0019,,,,,0.004,0.0005,0.0014,0.0004,,,< LOD,0.0005,0.002,0.0006,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0042,< LOD,0.0102,,,< LOD,0.0011,< LOD,0.0031,,,,,,,,,,,0.0011,0.001,0.0084,0.0016,,,,,3,Passed,,
149,1/03/2006 15:29,Supervisor,MAD213,665.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1608,0.1334,4.7693,0.0965,34.8855,0.2287,0.0272,0.0115,0.0777,0.0063,1.1285,0.0139,0.5973,0.0098,,,,,,,,,,,,,,,,,0.0016,0.0015,0.0028,0.0018,,,,,0.011,0.0008,0.0023,0.0004,,,0.0023,0.0006,0.0009,0.0005,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0036,< LOD,0.0092,,,< LOD,0.0011,< LOD,0.0033,,,,,,,,,,,< LOD,0.0011,0.0063,0.0015,,,,,3,Passed,,
150,1/03/2006 15:30,Supervisor,MAD213,666,Li Index,Li Index,62,No Match,0,,0,,0,,,,,< LOD,0.1435,7.2067,0.1166,34.4948,0.2279,0.0342,0.0133,0.4453,0.0123,0.3541,0.0084,1.197,0.0131,< LOD,0.024,,,< LOD,0.0075,< LOD,0.0071,0.0813,0.0131,,,< LOD,0.0016,< LOD,0.0004,< LOD,0.0017,0.0025,0.0019,,,,,0.0052,0.0005,0.003,0.0004,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,0.0015,0.0013,,,,,0.0057,0.004,< LOD,0.01,,,< LOD,0.0013,< LOD,0.0032,,,,,,,,,,,< LOD,0.001,0.0064,0.0016,,,,,3,Passed,,
151,1/03/2006 15:32,Supervisor,MAD213,666.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1437,5.2297,0.102,35.3917,0.2336,0.0564,0.0143,0.2165,0.0094,1.5935,0.0165,0.5977,0.0102,,,,,,,,,,,,,,,,,0.0022,0.0017,< LOD,0.0017,,,,,0.0195,0.001,0.0023,0.0004,,,0.0054,0.0007,0.0013,0.0005,,,,,,,,,,,,,,,0.0019,0.0013,,,,,< LOD,0.004,< LOD,0.0098,,,< LOD,0.0012,< LOD,0.0035,,,,,,,,,,,< LOD,0.0011,0.0097,0.0017,,,,,3,Passed,,
152,1/03/2006 15:33,Supervisor,MAD213,667,Li Index,Li Index,63,No Match,0,,0,,0,,,,,< LOD,0.1516,6.9691,0.1108,29.2307,0.2059,0.0595,0.0142,0.2457,0.01,5.665,0.0289,0.3627,0.0094,0.0369,0.0258,,,< LOD,0.0051,< LOD,0.0062,0.1136,0.0123,,,< LOD,0.0015,0.0005,0.0004,0.0033,0.0017,0.0026,0.0018,,,,,0.0494,0.0016,0.0017,0.0004,,,0.0022,0.0006,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0042,< LOD,0.0093,,,< LOD,0.0012,< LOD,0.004,,,,,,,,,,,< LOD,0.0012,0.0089,0.0018,,,,,3,Passed,,
153,1/03/2006 15:35,Supervisor,MAD213,667.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1919,0.1666,4.4896,0.0946,22.9702,0.1791,0.0388,0.0155,0.2282,0.0103,1.9664,0.0182,0.4914,0.0091,,,,,,,,,,,,,,,,,< LOD,0.0016,< LOD,0.0018,,,,,0.0278,0.0012,0.0029,0.0004,,,< LOD,0.0005,0.0008,0.0004,,,,,,,,,,,,,,,< LOD,0.0014,,,,,< LOD,0.0033,< LOD,0.0095,,,< LOD,0.0013,< LOD,0.0036,,,,,,,,,,,< LOD,0.001,0.0116,0.002,,,,,3,Passed,,
154,1/03/2006 15:36,Supervisor,MAD213,668,Li Index,Li Index,61,No Match,0,,0,,0,,,,,< LOD,0.1454,6.4135,0.1086,37.3439,0.2415,0.0714,0.0139,0.1133,0.0073,3.9008,0.0245,0.287,0.0087,< LOD,0.026,,,< LOD,0.0106,< LOD,0.0094,0.1981,0.0274,,,< LOD,0.0029,< LOD,0.0008,0.0021,0.0016,0.0018,0.0017,,,,,0.0482,0.0015,0.0014,0.0004,,,< LOD,0.0006,0.0005,0.0005,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0043,0.0165,0.0093,,,< LOD,0.0011,< LOD,0.0036,,,,,,,,,,,< LOD,0.0012,0.0071,0.0015,,,,,3,Passed,,
155,1/03/2006 15:38,Supervisor,MAD213,668.5,Li Index,Li Index,65,No Match,0,,0,,0,,,,,0.1913,0.139,5.2134,0.0976,27.9748,0.1988,0.1028,0.0151,0.2913,0.0105,3.1818,0.0222,0.507,0.0095,< LOD,0.016,,,< LOD,0.0045,0.0073,0.0046,0.1571,0.0109,,,< LOD,0.0016,< LOD,0.0004,0.0016,0.0014,0.0018,0.0016,,,,,0.033,0.0015,0.0013,0.0004,,,< LOD,0.0004,0.0007,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0033,< LOD,0.0081,,,< LOD,0.0011,< LOD,0.004,,,,,,,,,,,< LOD,0.0013,0.0059,0.0015,,,,,3,Passed,,
156,1/03/2006 15:40,Supervisor,MAD213,669,Li Index,Li Index,62,No Match,0,,0,,0,,,,,< LOD,0.1498,5.2731,0.1034,33.7298,0.2249,0.074,0.0158,0.1497,0.0085,0.2808,0.0082,0.8306,0.0113,< LOD,0.0305,,,< LOD,0.0104,0.0107,0.0095,0.3557,0.0264,,,< LOD,0.002,< LOD,0.0005,0.0018,0.0017,0.0032,0.0019,,,,,0.0062,0.0006,0.0031,0.0005,,,< LOD,0.0005,0.0014,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0039,< LOD,0.01,,,< LOD,0.0012,< LOD,0.0035,,,,,,,,,,,< LOD,0.001,0.0085,0.0017,,,,,3,Passed,,
157,1/03/2006 15:42,Supervisor,MAD213,669.5,Li Index,Li Index,61,No Match,0,,0,,0,,,,,0.1781,0.138,4.1418,0.0921,35.2693,0.2305,0.0458,0.0131,0.1343,0.0077,0.5445,0.0101,0.6723,0.0101,< LOD,0.0652,,,< LOD,0.0165,< LOD,0.0145,0.1998,0.0288,,,< LOD,0.003,< LOD,0.0008,0.0021,0.0015,0.0022,0.0016,,,,,0.0042,0.0006,0.0029,0.0004,,,< LOD,0.0005,0.0006,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0038,< LOD,0.0097,,,< LOD,0.0011,< LOD,0.0033,,,,,,,,,,,< LOD,0.001,0.0041,0.0014,,,,,3,Passed,,
158,1/03/2006 15:43,Supervisor,MAD213,670,Li Index,Li Index,61,No Match,0,,0,,0,,,,,0.1511,0.1292,4.5464,0.0942,26.0667,0.1894,0.0768,0.0146,0.3924,0.0119,0.7246,0.0113,0.7842,0.0105,0.0601,0.0561,,,< LOD,0.0126,< LOD,0.0137,0.1997,0.0281,,,< LOD,0.0027,0.0007,0.0006,< LOD,0.0015,0.0021,0.0018,,,,,0.0075,0.0007,0.0023,0.0004,,,< LOD,0.0005,0.0008,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0033,< LOD,0.0093,,,< LOD,0.0012,< LOD,0.0034,,,,,,,,,,,< LOD,0.001,0.0064,0.0016,,,,,3,Passed,,
159,1/03/2006 15:45,Supervisor,MAD213,670.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.2537,0.1728,3.9015,0.0913,27.596,0.1995,0.0386,0.015,0.3687,0.0121,0.6833,0.0115,0.6681,0.0101,,,,,,,,,,,,,,,,,< LOD,0.0017,0.0027,0.002,,,,,0.0114,0.0008,0.0031,0.0004,,,< LOD,0.0006,0.003,0.0005,,,,,,,,,,,,,,,0.0028,0.0014,,,,,< LOD,0.0036,< LOD,0.0101,,,< LOD,0.0013,< LOD,0.0034,,,,,,,,,,,< LOD,0.0009,0.0072,0.0017,,,,,3,Passed,,
160,1/03/2006 15:47,Supervisor,MAD213,671,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1349,7.3893,0.1172,35.9282,0.2341,0.0751,0.0146,0.1111,0.0073,1.1042,0.0138,0.926,0.012,< LOD,0.0882,,,< LOD,0.0248,< LOD,0.0221,0.3045,0.0371,,,< LOD,0.0022,< LOD,0.0004,0.0021,0.0017,0.0036,0.002,,,,,0.012,0.0007,0.0033,0.0005,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,0.002,0.0013,,,,,< LOD,0.0043,< LOD,0.01,,,< LOD,0.0012,< LOD,0.0031,,,,,,,,,,,< LOD,0.001,0.0056,0.0015,,,,,3,Passed,,
161,1/03/2006 15:48,Supervisor,MAD213,671.5,Li Index,Li Index,61,No Match,0,,0,,0,,,,,< LOD,0.1581,6.1472,0.1088,33.285,0.2238,0.0657,0.0153,0.2858,0.0106,2.1592,0.0188,0.6804,0.0108,< LOD,0.0618,,,< LOD,0.0173,0.0151,0.015,0.1762,0.0271,,,< LOD,0.0028,< LOD,0.0005,0.0022,0.0016,0.0033,0.0019,,,,,0.0287,0.0011,0.0031,0.0005,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,0.0018,0.0013,,,,,< LOD,0.0041,0.0124,0.0098,,,< LOD,0.0012,< LOD,0.0033,,,,,,,,,,,< LOD,0.001,0.0072,0.0016,,,,,3,Passed,,
162,1/03/2006 15:50,Supervisor,MAD213,672,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.6077,0.2046,8.9656,0.1289,29.8123,0.2151,0.0363,0.0163,0.0566,0.007,9.3167,0.0371,2.3591,0.0206,0.6044,0.1546,,,< LOD,0.0239,0.0324,0.0323,3.5868,0.119,,,< LOD,0.0048,0.0012,0.001,0.0032,0.0018,< LOD,0.0017,,,,,0.0427,0.0018,0.0538,0.0012,,,< LOD,0.001,0.0018,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0055,0.1094,0.0093,,,< LOD,0.0012,< LOD,0.0057,,,,,,,,,,,< LOD,0.0017,0.0043,0.0014,,,,,3,Passed,,
File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Li,Li Err,Be,Be Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Cs,Cs Err,Ba,Ba Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,U,U Err,Li_IDX,Li_IDX Err,Multiplier,Cal Check
163,1/03/2006 15:52,Supervisor,MAD213,672.5,Li Index,Li Index,60,PWA1497,0,AM3,0,TMS138,0,,,,,2.2312,0.2548,2.9256,0.0695,15.9846,0.1485,0.6856,0.0334,0.0925,0.0083,3.8103,0.0248,2.022,0.0174,1.5831,0.0372,,,0.0112,0.0031,0.0493,0.0039,4.0316,0.0219,,,0.0216,0.003,0.0017,0.0004,0.0072,0.0019,< LOD,0.0015,,,,,0.0323,0.0023,0.0617,0.0012,,,0.0517,0.0019,0.0032,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0037,0.0252,0.0072,,,< LOD,0.0011,< LOD,0.0086,,,,,,,,,,,< LOD,0.0021,< LOD,0.0012,,,,,0.0258,0,3,Passed
